"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"72","Milku","568386$11.50%568.4k","42.43%","65","67","80.14%","182.9",""
"41","Deyn","549728$11.12%549.7k","25.92%","-","38","44.77%","176.9",""
"71","Enders","535487$10.84%535.5k","31.26%","64","71","69.72%","172.3",""
"56","Eighchbar","454938$9.21%454.9k","32.08%","-","75","67.17%","146.4",""
"32","Gonz","437056$8.84%437.1k","22.21%","-","27","37.47%","140.6",""
"35","Phugoid","433340$8.77%433.3k","43.97%","-","27","57.61%","139.4",""
"55","Pythagorean","428937$8.68%428.9k","36.62%","63","61","56.20%","138.0",""
"32","Ghazan","418964$8.48%419.0k","28.02%","-","29","37.91%","134.8",""
"16","Tazdink","263657$5.34%263.7k","16.10%","62","16","29.52%","84.8",""
"19","Slecht","241542$4.89%241.5k","46.73%","-","40","62.49%","77.7",""
"18","Necrohealya","188385$3.81%188.4k","42.31%","65","14","36.28%","60.6",""
"79","Mogs","30717$0.62%30.7k","-","62","78","2.23%","9.9",""
"86","Ultimecia","26138$0.53%26.1k","29.98%","-","86","4.30%","8.4",""
"84","Lachupacabra","25996$0.53%26.0k","-","58","85","0.53%","8.4",""
"77","Hoebowjoe","24891$0.50%24.9k","-","64","78","0.94%","8.0",""
"83","Overbit","24628$0.50%24.6k","13.29%","61","85","7.10%","7.9",""
"77","Pemberstone","23613$0.48%23.6k","14.98%","-","77","5.24%","7.6",""
"60","Trike","23191$0.47%23.2k","34.50%","-","56","40.93%","7.5",""
"58","Akecheta","21520$0.44%21.5k","30.94%","-","56","41.01%","6.9",""
"53","Impervious","19988$0.40%20.0k","28.01%","-","49","35.55%","6.4",""
"44","Bandakar","19701$0.40%19.7k","23.59%","-","41","29.65%","6.3",""
"75","Saphex","17280$0.35%17.3k","-","-","74","0.78%","5.6",""
"53","Darunor","16238$0.33%16.2k","39.55%","-","61","4.30%","5.2",""
"49","Changó","15452$0.31%15.5k","39.96%","65","50","38.92%","5.0",""
"69","Dietolive","13161$0.27%13.2k","3.31%","-","69","4.40%","4.2",""
"71","Claudiu","11540$0.23%11.5k","-","-","71","0.00%","3.7",""
"74","Cavander","11530$0.23%11.5k","29.22%","62","73","0.62%","3.7",""
"65","Deadstrike","11451$0.23%11.5k","33.74%","63","66","4.67%","3.7",""
"58","Trii","10620$0.21%10.6k","21.14%","65","55","1.29%","3.4",""
"64","Fossett","10360$0.21%10.4k","-","64","63","0.89%","3.3",""
"86","Grimseeker","9657$0.20%9.7k","-","65","86","0.00%","3.1",""
"78","Valara","8302$0.17%8.3k","-","-","77","0.00%","2.7",""
"70","Crow","7546$0.15%7.5k","8.78%","-","73","0.00%","2.4",""
"50","Chainguin","6928$0.14%6.9k","25.67%","64","48","0.56%","2.2",""
"38","Crox","6609$0.13%6.6k","22.05%","-","39","0.00%","2.1",""
"65","Kirilov","5711$0.12%5.7k","39.58%","65","64","3.01%","1.8",""
"62","Dankling","5304$0.11%5.3k","-","57","75","0.00%","1.7",""
"70","Dirtypantiz","4907$0.10%4.9k","-","-","68","0.00%","1.6",""
"84","Jiero","4432$0.09%4.4k","-","67","83","0.00%","1.4",""
"41","Ishney","3646$0.07%3.6k","-","61","41","0.00%","1.2",""