"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"61","Kirilov","810442$5.93%810.4k","74","64","68.04%","406.1",""
"54","Duhd","798371$5.84%798.4k","70","71","61.62%","400.0",""
"48","Parisshelton","791218$5.78%791.2k","70","65","68.86%","396.5",""
"43","Akecheta","749346$5.48%749.3k","-","50","64.10%","375.5",""
"31","Kurtz","713153$5.21%713.2k","72","38","71.44%","357.3",""
"18","Jáx","706529$5.17%706.5k","69","29","66.11%","354.0",""
"32","Furckinstein","685570$5.01%685.6k","-","37","68.74%","343.5",""
"35","Dohvyk","626400$4.58%626.4k","-","37","61.41%","313.9",""
"36","Changó","604899$4.42%604.9k","-","41","67.87%","303.1",""
"68","Jiero","589811$4.31%589.8k","-","69","65.50%","295.5",""
"35","Stankdik","588643$4.30%588.6k","72","43","59.85%","295.0",""
"37","Flatzz","554558$4.05%554.6k","-","52","68.77%","277.9",""
"44","Irisviiel","545470$3.99%545.5k","-","49","69.51%","273.3",""
"26","Melven","542073$3.96%542.1k","65","48","62.72%","271.6",""
"29","Dietolive","527529$3.86%527.5k","71","37","58.38%","264.3",""
"64","Guliveris","527407$3.86%527.4k","-","67","74.80%","264.3",""
"87","Pemberstone","459078$3.36%459.1k","-","89","76.39%","230.0",""
"24","Gaunz","458843$3.35%458.8k","-","31","48.75%","229.9",""
"39","Urumettu","434967$3.18%435.0k","72","46","62.73%","218.0",""
"9","Deadstrike","392189$2.87%392.2k","-","16","53.82%","196.5",""
"22","Ishney","369377$2.70%369.4k","74","21","53.54%","185.1",""
"9","Dïrty","347300$2.54%347.3k","-","20","58.55%","174.0",""
"29","Bandakar","304213$2.22%304.2k","-","33","59.19%","152.4",""
"13","Ugara","280473$2.05%280.5k","67","21","53.41%","140.5",""
"20","Mortifier","239278$1.75%239.3k","-","33","63.76%","119.9",""
"-","Milku","11260$0.08%11.3k","-","-","0.00%","5.6",""
"-","Necrohealya","4831$0.04%4.8k","70","-","0.98%","2.4",""
"86","Ghazan","3974$0.03%4.0k","71","87","0.77%","2.0",""
"-","Drgupta","2754$0.02%2.8k","67","-","0.88%","1.4",""
"95","Wangcake","2713$0.02%2.7k","73","95","0.88%","1.4",""
"88","Lavain","2040$0.01%2.0k","66","85","0.00%","1.0",""
"94","Slecht","1071$0.01%1.1k","70","95","0.53%","0.5",""
"95","Tauraheim","1009$0.01%1.0k","-","96","1.52%","0.5",""
"-","Lumieux","255$0.00%255.0","65","-","0.00%","0.1",""
"-","Eighchbar","40$0.00%40.0","-","-","0.00%","0.0",""